Drug1,Drug2,Cell_Line,Loewe,Tissue
L-778123 free base,MK-1775,A427,-48.47054324,lung
L-778123 free base,915019-65-7,A427,-3.724432044,lung
L-778123 free base,Bortezomib,A427,-29.47808739,lung
L-778123 free base,Dasatinib,A427,14.28403925,lung
L-778123 free base,Dinaciclib,A427,-33.75198257,lung
L-778123 free base,Erlotinib,A427,-4.128277191,lung
L-778123 free base,etoposide,A427,-25.02862376,lung
L-778123 free base,geldanamycin,A427,-17.99742501,lung
L-778123 free base,gemcitabine,A427,-2.479688534,lung
L-778123 free base,Lapatinib,A427,3.004887678,lung
L-778123 free base,MK-2206,A427,7.484743871,lung
L-778123 free base,Niraparib,A427,5.638879021,lung
L-778123 free base,MK-5108,A427,-8.960199834,lung
L-778123 free base,Deforolimus,A427,9.640463343,lung
L-778123 free base,891494-63-6,A427,-7.235276435,lung
L-778123 free base,Eloxatin (TN),A427,-5.419248352,lung
L-778123 free base,391210-10-9,A427,-9.859113326,lung
L-778123 free base,7-Ethyl-10-hydroxycamptothecin,A427,-40.34268879,lung
L-778123 free base,Sorafenib,A427,1.995574385,lung
L-778123 free base,Sunitinib,A427,1.68007315,lung
L-778123 free base,temozolomide,A427,11.72470973,lung
L-778123 free base,topotecan,A427,-7.585270093,lung
L-778123 free base,vinorelbine,A427,-22.31032478,lung
L-778123 free base,Vorinostat,A427,-33.27123371,lung
Lapatinib,Veliparib,A427,-6.589091382,lung
Lapatinib,915019-65-7,A427,8.583027982,lung
Lapatinib,Bortezomib,A427,-2.90259006,lung
Lapatinib,Dasatinib,A427,10.11676722,lung
Lapatinib,Dinaciclib,A427,-4.41288846,lung
Lapatinib,Erlotinib,A427,2.851308403,lung
Lapatinib,geldanamycin,A427,0.80869429,lung
Lapatinib,MK-2206,A427,-0.09282682,lung
Lapatinib,Niraparib,A427,0.756874025,lung
Lapatinib,MK-5108,A427,-1.951646968,lung
Lapatinib,Deforolimus,A427,-1.439571825,lung
Lapatinib,891494-63-6,A427,0.724145396,lung
Lapatinib,Eloxatin (TN),A427,-9.470629358,lung
Lapatinib,391210-10-9,A427,14.19592466,lung
Lapatinib,7-Ethyl-10-hydroxycamptothecin,A427,-0.533477913,lung
Lapatinib,Sorafenib,A427,4.961900022,lung
Lapatinib,topotecan,A427,1.401967928,lung
metformin,Veliparib,A427,-3.522288037,lung
metformin,MK-1775,A427,-13.47435192,lung
metformin,915019-65-7,A427,-9.044168028,lung
metformin,Bortezomib,A427,-7.379797914,lung
metformin,Dasatinib,A427,0.854216843,lung
metformin,Dinaciclib,A427,-3.875471547,lung
metformin,Erlotinib,A427,-28.02499527,lung
metformin,geldanamycin,A427,-4.752960817,lung
metformin,L-778123 free base,A427,-0.212035712,lung
metformin,Lapatinib,A427,-14.28561088,lung
metformin,MK-2206,A427,-21.89061152,lung
metformin,Niraparib,A427,0.821075966,lung
metformin,MK-5108,A427,-20.02318217,lung
metformin,Deforolimus,A427,1.481250471,lung
metformin,891494-63-6,A427,-5.453984345,lung
metformin,391210-10-9,A427,-25.08811637,lung
metformin,Sorafenib,A427,-23.97582785,lung
metformin,Sunitinib,A427,-37.13962469,lung
metformin,temozolomide,A427,-13.69834289,lung
metformin,Vorinostat,A427,-21.79362062,lung
methotrexate,Veliparib,A427,-7.756366702,lung
methotrexate,MK-1775,A427,-6.756498579,lung
methotrexate,915019-65-7,A427,-9.098739828,lung
methotrexate,Bortezomib,A427,-7.206040827,lung
methotrexate,Dasatinib,A427,-5.36019953,lung
methotrexate,Dinaciclib,A427,-4.382275929,lung
methotrexate,Erlotinib,A427,-1.433021248,lung
methotrexate,geldanamycin,A427,-5.704568436,lung
methotrexate,L-778123 free base,A427,-23.92857021,lung
methotrexate,Lapatinib,A427,-4.232506992,lung
methotrexate,MK-2206,A427,0.310160395,lung
methotrexate,Niraparib,A427,-7.054191756,lung
methotrexate,MK-5108,A427,-3.198641855,lung
methotrexate,Deforolimus,A427,-2.858682143,lung
methotrexate,891494-63-6,A427,-9.540561941,lung
methotrexate,391210-10-9,A427,-3.089665301,lung
methotrexate,Sorafenib,A427,-3.624728607,lung
methotrexate,Sunitinib,A427,-5.809498613,lung
methotrexate,temozolomide,A427,-12.26884232,lung
methotrexate,Vorinostat,A427,-3.097781204,lung
mitomycin C,Veliparib,A427,1.027441958,lung
mitomycin C,MK-1775,A427,6.295429707,lung
mitomycin C,915019-65-7,A427,12.25905806,lung
mitomycin C,Bortezomib,A427,1.021222539,lung
mitomycin C,Dasatinib,A427,12.29313982,lung
mitomycin C,Dinaciclib,A427,2.351569175,lung
mitomycin C,Erlotinib,A427,-3.598748241,lung
mitomycin C,geldanamycin,A427,4.266183922,lung
mitomycin C,L-778123 free base,A427,-43.03901631,lung
mitomycin C,Lapatinib,A427,10.60084869,lung
mitomycin C,MK-2206,A427,11.86044529,lung
mitomycin C,Niraparib,A427,3.488145009,lung
mitomycin C,MK-5108,A427,4.10687818,lung
mitomycin C,Deforolimus,A427,12.62457583,lung
mitomycin C,891494-63-6,A427,2.156791749,lung
mitomycin C,391210-10-9,A427,9.057474208,lung
mitomycin C,Sorafenib,A427,-4.984497453,lung
mitomycin C,Sunitinib,A427,9.207765517,lung
mitomycin C,temozolomide,A427,-1.815186951,lung
mitomycin C,Vorinostat,A427,0.227265755,lung
MK-2206,Veliparib,A427,0.908558894,lung
MK-2206,915019-65-7,A427,13.04686167,lung
MK-2206,Bortezomib,A427,-0.35599032,lung
MK-2206,Dasatinib,A427,8.989768024,lung
MK-2206,Dinaciclib,A427,-1.60358022,lung
MK-2206,Erlotinib,A427,1.887612272,lung
MK-2206,geldanamycin,A427,2.185258244,lung
MK-2206,Deforolimus,A427,9.785077452,lung
MK-2206,891494-63-6,A427,0.878540422,lung
MK-2206,Eloxatin (TN),A427,-10.3521355,lung
MK-2206,391210-10-9,A427,12.16033761,lung
MK-2206,7-Ethyl-10-hydroxycamptothecin,A427,4.292217613,lung
MK-2206,Sorafenib,A427,10.8038157,lung
MK-2206,topotecan,A427,8.215060374,lung
Niraparib,Veliparib,A427,0.332828179,lung
Niraparib,915019-65-7,A427,0.959932148,lung
Niraparib,Bortezomib,A427,-1.920666512,lung
Niraparib,Dasatinib,A427,-0.49210435,lung
Niraparib,Dinaciclib,A427,-5.534908111,lung
Niraparib,Erlotinib,A427,-3.37231646,lung
Niraparib,geldanamycin,A427,-4.069668611,lung
Niraparib,MK-2206,A427,10.73681548,lung
Niraparib,Deforolimus,A427,10.0599796,lung
Niraparib,891494-63-6,A427,-3.463508966,lung
Niraparib,Eloxatin (TN),A427,-6.405016377,lung
Niraparib,391210-10-9,A427,-8.305504729,lung
Niraparib,7-Ethyl-10-hydroxycamptothecin,A427,0.308252244,lung
Niraparib,Sorafenib,A427,-4.85731168,lung
Niraparib,topotecan,A427,-13.86649587,lung
MK-5108,Veliparib,A427,-0.155147469,lung
MK-5108,915019-65-7,A427,3.846715234,lung
MK-5108,Bortezomib,A427,-4.210092467,lung
MK-5108,Dasatinib,A427,11.81538202,lung
MK-5108,Dinaciclib,A427,-5.12042484,lung
MK-5108,Erlotinib,A427,4.72084915,lung
MK-5108,geldanamycin,A427,4.138765481,lung
MK-5108,MK-2206,A427,2.078141365,lung
MK-5108,Niraparib,A427,6.294646219,lung
MK-5108,Deforolimus,A427,6.222704542,lung
MK-5108,891494-63-6,A427,-1.099071862,lung
MK-5108,Eloxatin (TN),A427,-5.916804451,lung
MK-5108,391210-10-9,A427,4.219187815,lung
MK-5108,7-Ethyl-10-hydroxycamptothecin,A427,-5.412512708,lung
MK-5108,Sorafenib,A427,4.282074313,lung
MK-5108,topotecan,A427,-5.90978028,lung
Deforolimus,915019-65-7,A427,16.01219944,lung
Deforolimus,Dinaciclib,A427,-6.010026609,lung
Deforolimus,geldanamycin,A427,5.040856324,lung
Deforolimus,891494-63-6,A427,8.187127739,lung
Deforolimus,Eloxatin (TN),A427,-1.082450675,lung
Deforolimus,7-Ethyl-10-hydroxycamptothecin,A427,-5.567730775,lung
Deforolimus,Sorafenib,A427,6.79916608,lung
Deforolimus,topotecan,A427,6.478260181,lung
Eloxatin (TN),Dinaciclib,A427,-11.59088272,lung
Eloxatin (TN),891494-63-6,A427,3.007644385,lung
Eloxatin (TN),Sorafenib,A427,-8.021139128,lung
paclitaxel,Veliparib,A427,-17.82484736,lung
paclitaxel,MK-1775,A427,-1.70910207,lung
paclitaxel,915019-65-7,A427,-1.919442616,lung
paclitaxel,Bortezomib,A427,-4.117199531,lung
paclitaxel,Dasatinib,A427,3.471662707,lung
paclitaxel,Dinaciclib,A427,0.528174261,lung
paclitaxel,Erlotinib,A427,-1.394492295,lung
paclitaxel,geldanamycin,A427,-2.643556292,lung
paclitaxel,L-778123 free base,A427,-17.68015224,lung
paclitaxel,Lapatinib,A427,-0.671520818,lung
paclitaxel,MK-2206,A427,2.781922526,lung
paclitaxel,Niraparib,A427,-21.32998123,lung
paclitaxel,MK-5108,A427,2.855761338,lung
paclitaxel,Deforolimus,A427,-3.356861866,lung
paclitaxel,891494-63-6,A427,-3.419550107,lung
paclitaxel,391210-10-9,A427,4.462968236,lung
paclitaxel,Sorafenib,A427,1.926107182,lung
paclitaxel,Sunitinib,A427,4.187869589,lung
paclitaxel,temozolomide,A427,-2.061456663,lung
paclitaxel,Vorinostat,A427,-5.252931606,lung
391210-10-9,Veliparib,A427,-3.67352985,lung
391210-10-9,915019-65-7,A427,13.61849222,lung
391210-10-9,Bortezomib,A427,-0.990692599,lung
391210-10-9,Dasatinib,A427,13.00049721,lung
391210-10-9,Dinaciclib,A427,0.376767653,lung
391210-10-9,geldanamycin,A427,2.006595088,lung
391210-10-9,Deforolimus,A427,4.757322601,lung
391210-10-9,891494-63-6,A427,4.8879832,lung
391210-10-9,Eloxatin (TN),A427,-5.101092194,lung
391210-10-9,7-Ethyl-10-hydroxycamptothecin,A427,1.205903759,lung
391210-10-9,Sorafenib,A427,9.137444808,lung
391210-10-9,topotecan,A427,8.988305898,lung
7-Ethyl-10-hydroxycamptothecin,Dinaciclib,A427,-4.118911067,lung
7-Ethyl-10-hydroxycamptothecin,891494-63-6,A427,-4.496472684,lung
7-Ethyl-10-hydroxycamptothecin,Sorafenib,A427,-0.924482562,lung
Sorafenib,Dinaciclib,A427,-1.159218185,lung
Sorafenib,891494-63-6,A427,6.976841509,lung
Sunitinib,Veliparib,A427,0.636047728,lung
Sunitinib,MK-1775,A427,4.106559812,lung
Sunitinib,915019-65-7,A427,21.07705474,lung
Sunitinib,Bortezomib,A427,1.266691684,lung
Sunitinib,Dasatinib,A427,14.9415297,lung
Sunitinib,Dinaciclib,A427,0.830492567,lung
Sunitinib,Erlotinib,A427,10.96030167,lung
Sunitinib,geldanamycin,A427,5.872215747,lung
Sunitinib,Lapatinib,A427,12.03781457,lung
Sunitinib,MK-2206,A427,6.81804788,lung
Sunitinib,Niraparib,A427,-3.195255614,lung
Sunitinib,MK-5108,A427,7.79425961,lung
Sunitinib,Deforolimus,A427,18.02696156,lung
Sunitinib,891494-63-6,A427,11.00153129,lung
Sunitinib,Eloxatin (TN),A427,-10.5516795,lung
Sunitinib,391210-10-9,A427,16.16716706,lung
Sunitinib,7-Ethyl-10-hydroxycamptothecin,A427,3.374370167,lung
Sunitinib,Sorafenib,A427,3.562549471,lung
Sunitinib,temozolomide,A427,13.501242,lung
Sunitinib,topotecan,A427,9.222830009,lung
temozolomide,Veliparib,A427,11.58160581,lung
temozolomide,MK-1775,A427,15.27440222,lung
temozolomide,915019-65-7,A427,14.82369253,lung
temozolomide,Bortezomib,A427,-4.819858323,lung
temozolomide,Dasatinib,A427,16.54448101,lung
temozolomide,Dinaciclib,A427,-0.918566421,lung
temozolomide,Erlotinib,A427,9.696510507,lung
temozolomide,geldanamycin,A427,-0.620929507,lung
temozolomide,Lapatinib,A427,4.46088857,lung
temozolomide,MK-2206,A427,6.781610157,lung
temozolomide,Niraparib,A427,9.577845071,lung
temozolomide,MK-5108,A427,9.441471133,lung
temozolomide,Deforolimus,A427,12.75255847,lung
temozolomide,891494-63-6,A427,20.62414358,lung
temozolomide,Eloxatin (TN),A427,-1.720100375,lung
temozolomide,391210-10-9,A427,11.12039886,lung
temozolomide,7-Ethyl-10-hydroxycamptothecin,A427,-4.718768973,lung
temozolomide,Sorafenib,A427,4.309269599,lung
temozolomide,topotecan,A427,-1.463836413,lung
topotecan,915019-65-7,A427,7.830827813,lung
topotecan,Dinaciclib,A427,-2.379531135,lung
topotecan,891494-63-6,A427,1.998811339,lung
topotecan,Sorafenib,A427,4.495925706,lung
vinblastine,Veliparib,A427,-13.02781788,lung
vinblastine,MK-1775,A427,-5.139603644,lung
vinblastine,915019-65-7,A427,-1.926125222,lung
vinblastine,Bortezomib,A427,-7.796744181,lung
vinblastine,Dasatinib,A427,0.466450331,lung
vinblastine,Dinaciclib,A427,-11.80159133,lung
vinblastine,Erlotinib,A427,0.511734106,lung
vinblastine,geldanamycin,A427,-5.331847529,lung
vinblastine,L-778123 free base,A427,-13.15764727,lung
vinblastine,Lapatinib,A427,-9.722403048,lung
vinblastine,MK-2206,A427,-12.69849856,lung
vinblastine,Niraparib,A427,-9.051497962,lung
vinblastine,MK-5108,A427,-3.962150995,lung
vinblastine,Deforolimus,A427,-11.16040906,lung
vinblastine,891494-63-6,A427,-10.43308429,lung
vinblastine,391210-10-9,A427,-3.812632801,lung
vinblastine,Sorafenib,A427,4.84179357,lung
vinblastine,Sunitinib,A427,5.816022356,lung
vinblastine,temozolomide,A427,-14.04636849,lung
vinblastine,Vorinostat,A427,-8.361981218,lung
vinorelbine,Veliparib,A427,-3.846438668,lung
vinorelbine,MK-1775,A427,-0.75918445,lung
vinorelbine,915019-65-7,A427,-0.250634775,lung
vinorelbine,Bortezomib,A427,-5.419886941,lung
vinorelbine,Dasatinib,A427,7.319113196,lung
vinorelbine,Dinaciclib,A427,-2.462478048,lung
vinorelbine,Erlotinib,A427,2.217840215,lung
vinorelbine,geldanamycin,A427,-1.099983601,lung
vinorelbine,Lapatinib,A427,-2.243276981,lung
vinorelbine,MK-2206,A427,0.203900045,lung
vinorelbine,Niraparib,A427,-18.70747581,lung
vinorelbine,MK-5108,A427,-2.934421837,lung
vinorelbine,Deforolimus,A427,-6.912620346,lung
vinorelbine,891494-63-6,A427,-1.729933714,lung
vinorelbine,391210-10-9,A427,-0.634410277,lung
vinorelbine,Sorafenib,A427,4.823026337,lung
vinorelbine,Sunitinib,A427,8.021567533,lung
vinorelbine,temozolomide,A427,-1.029376469,lung
vinorelbine,Vorinostat,A427,-7.759518577,lung
Vorinostat,Veliparib,A427,-30.7415607,lung
Vorinostat,MK-1775,A427,-5.145986606,lung
Vorinostat,915019-65-7,A427,-7.876814591,lung
Vorinostat,Bortezomib,A427,-13.05628314,lung
Vorinostat,Dasatinib,A427,-1.516578191,lung
Vorinostat,Dinaciclib,A427,-6.873026643,lung
Vorinostat,Erlotinib,A427,1.770612102,lung
Vorinostat,geldanamycin,A427,-9.601847093,lung
Vorinostat,gemcitabine,A427,-6.563279874,lung
Vorinostat,Lapatinib,A427,-11.18181257,lung
Vorinostat,MK-2206,A427,-1.983752097,lung
Vorinostat,Niraparib,A427,-15.3350859,lung
Vorinostat,MK-5108,A427,-3.109797685,lung
Vorinostat,Deforolimus,A427,4.662586193,lung
Vorinostat,891494-63-6,A427,-3.955153241,lung
Vorinostat,Eloxatin (TN),A427,-10.65800835,lung
Vorinostat,391210-10-9,A427,-10.97823427,lung
Vorinostat,7-Ethyl-10-hydroxycamptothecin,A427,-4.818874937,lung
Vorinostat,Sorafenib,A427,-4.422222939,lung
Vorinostat,Sunitinib,A427,-9.933754771,lung
Vorinostat,temozolomide,A427,-4.910625201,lung
Vorinostat,topotecan,A427,1.952829796,lung
5-Fluorouracil,Veliparib,MSTO.211H,-22.06667504,lung
5-Fluorouracil,MK-1775,MSTO.211H,-26.32732822,lung
5-Fluorouracil,915019-65-7,MSTO.211H,-1.63260118,lung
5-Fluorouracil,Bortezomib,MSTO.211H,3.958805773,lung
5-Fluorouracil,Dasatinib,MSTO.211H,7.346829485,lung
5-Fluorouracil,Dinaciclib,MSTO.211H,1.201756407,lung
5-Fluorouracil,Erlotinib,MSTO.211H,-3.026479727,lung
5-Fluorouracil,geldanamycin,MSTO.211H,0.765102357,lung
5-Fluorouracil,L-778123 free base,MSTO.211H,2.997202403,lung
5-Fluorouracil,Lapatinib,MSTO.211H,-30.62841361,lung
5-Fluorouracil,MK-2206,MSTO.211H,-10.35227637,lung
5-Fluorouracil,Niraparib,MSTO.211H,-26.35192267,lung
5-Fluorouracil,MK-5108,MSTO.211H,-22.50676854,lung
5-Fluorouracil,Deforolimus,MSTO.211H,-18.63018451,lung
5-Fluorouracil,891494-63-6,MSTO.211H,-7.914836011,lung
5-Fluorouracil,391210-10-9,MSTO.211H,9.429914062,lung
5-Fluorouracil,Sorafenib,MSTO.211H,4.980687125,lung
5-Fluorouracil,Sunitinib,MSTO.211H,-21.96607172,lung
5-Fluorouracil,temozolomide,MSTO.211H,-11.82950805,lung
5-Fluorouracil,Vorinostat,MSTO.211H,4.851292442,lung
Veliparib,915019-65-7,MSTO.211H,-13.48659243,lung
Veliparib,geldanamycin,MSTO.211H,-19.38772757,lung
Veliparib,Deforolimus,MSTO.211H,6.708692645,lung
Veliparib,891494-63-6,MSTO.211H,-38.37436682,lung
Veliparib,Eloxatin (TN),MSTO.211H,14.18118447,lung
Veliparib,7-Ethyl-10-hydroxycamptothecin,MSTO.211H,-38.42858846,lung
Veliparib,topotecan,MSTO.211H,-27.86246646,lung
MK-1775,Veliparib,MSTO.211H,-19.66951418,lung
MK-1775,915019-65-7,MSTO.211H,11.13261674,lung
MK-1775,Bortezomib,MSTO.211H,1.995769395,lung
MK-1775,Dasatinib,MSTO.211H,1.231965947,lung
MK-1775,Dinaciclib,MSTO.211H,3.599104143,lung
MK-1775,Erlotinib,MSTO.211H,18.25862316,lung
MK-1775,geldanamycin,MSTO.211H,-1.541862741,lung
MK-1775,Lapatinib,MSTO.211H,-10.94039099,lung
MK-1775,MK-2206,MSTO.211H,12.93097409,lung
MK-1775,MK-5108,MSTO.211H,6.247634114,lung
MK-1775,Deforolimus,MSTO.211H,12.17787327,lung
MK-1775,891494-63-6,MSTO.211H,19.82514316,lung
MK-1775,Eloxatin (TN),MSTO.211H,0.732396404,lung
MK-1775,391210-10-9,MSTO.211H,8.782691444,lung
MK-1775,7-Ethyl-10-hydroxycamptothecin,MSTO.211H,4.987876302,lung
MK-1775,Sorafenib,MSTO.211H,4.348606234,lung
MK-1775,topotecan,MSTO.211H,3.415726018,lung
915019-65-7,Dinaciclib,MSTO.211H,2.618005708,lung
915019-65-7,891494-63-6,MSTO.211H,5.805975247,lung
915019-65-7,Eloxatin (TN),MSTO.211H,8.963930585,lung
915019-65-7,7-Ethyl-10-hydroxycamptothecin,MSTO.211H,7.271523432,lung
915019-65-7,Sorafenib,MSTO.211H,7.195157202,lung
Bortezomib,915019-65-7,MSTO.211H,10.50989993,lung
Bortezomib,Dasatinib,MSTO.211H,0.925756883,lung
Bortezomib,geldanamycin,MSTO.211H,3.575077779,lung
Bortezomib,Deforolimus,MSTO.211H,18.22239173,lung
Bortezomib,891494-63-6,MSTO.211H,-5.240260125,lung
Bortezomib,Eloxatin (TN),MSTO.211H,6.54476577,lung
Bortezomib,7-Ethyl-10-hydroxycamptothecin,MSTO.211H,6.210304269,lung
Bortezomib,topotecan,MSTO.211H,2.916781671,lung
Carboplatinum,Veliparib,MSTO.211H,3.267680598,lung
Carboplatinum,MK-1775,MSTO.211H,2.688694525,lung
Carboplatinum,915019-65-7,MSTO.211H,5.733532345,lung
Carboplatinum,Bortezomib,MSTO.211H,4.646191417,lung
Carboplatinum,Dasatinib,MSTO.211H,18.89301187,lung
Carboplatinum,Dinaciclib,MSTO.211H,3.541968027,lung
Carboplatinum,Erlotinib,MSTO.211H,16.22155064,lung
Carboplatinum,geldanamycin,MSTO.211H,4.128588007,lung
Carboplatinum,L-778123 free base,MSTO.211H,0.026702887,lung
Carboplatinum,Lapatinib,MSTO.211H,-2.604859182,lung
Carboplatinum,MK-2206,MSTO.211H,7.332920601,lung
Carboplatinum,Niraparib,MSTO.211H,2.377547716,lung
Carboplatinum,MK-5108,MSTO.211H,10.35783029,lung
Carboplatinum,Deforolimus,MSTO.211H,16.40302201,lung
Carboplatinum,891494-63-6,MSTO.211H,1.15238372,lung
Carboplatinum,391210-10-9,MSTO.211H,6.786293487,lung
Carboplatinum,Sorafenib,MSTO.211H,5.921926347,lung
Carboplatinum,Sunitinib,MSTO.211H,6.041987429,lung
Carboplatinum,temozolomide,MSTO.211H,1.331645532,lung
Carboplatinum,Vorinostat,MSTO.211H,6.050856358,lung
Dasatinib,Veliparib,MSTO.211H,27.83524768,lung
Dasatinib,915019-65-7,MSTO.211H,3.307114402,lung
Dasatinib,Dinaciclib,MSTO.211H,0.94960803,lung
Dasatinib,geldanamycin,MSTO.211H,14.30866,lung
Dasatinib,Deforolimus,MSTO.211H,27.35393146,lung
Dasatinib,891494-63-6,MSTO.211H,12.15526008,lung
Dasatinib,Eloxatin (TN),MSTO.211H,19.85081716,lung
Dasatinib,7-Ethyl-10-hydroxycamptothecin,MSTO.211H,2.469043274,lung
Dasatinib,Sorafenib,MSTO.211H,6.419208068,lung
Dasatinib,topotecan,MSTO.211H,-0.447289344,lung
dexamethasone,Veliparib,MSTO.211H,-10.22168046,lung
dexamethasone,MK-1775,MSTO.211H,-4.487259436,lung
dexamethasone,915019-65-7,MSTO.211H,-2.12906314,lung
dexamethasone,Bortezomib,MSTO.211H,-4.168244724,lung
dexamethasone,Dasatinib,MSTO.211H,10.22996639,lung
dexamethasone,Dinaciclib,MSTO.211H,-11.30154314,lung
dexamethasone,Erlotinib,MSTO.211H,-14.50529833,lung
dexamethasone,geldanamycin,MSTO.211H,-8.439251076,lung
dexamethasone,L-778123 free base,MSTO.211H,-4.161848373,lung
