Drug1,Drug2,Cell_Line,Synergy,Tissue
Palbociclib,Pictilisib,EFM.19,0,breast
Palbociclib,Pictilisib,OCUB.M,0,breast
Palbociclib,Pictilisib,EVSA.T,0,breast
Palbociclib,Pictilisib,T47D,0,breast
Palbociclib,Pictilisib,HCC1143,0,breast
Palbociclib,Pictilisib,HCC1187,0,breast
Palbociclib,Pictilisib,HCC1395,0,breast
Palbociclib,Pictilisib,HCC1419,0,breast
Palbociclib,Pictilisib,UACC.893,0,breast
Palbociclib,Pictilisib,HCC1428,0,breast
Palbociclib,AZD8055,AU565,0,breast
Palbociclib,Pictilisib,HCC1806,0,breast
Palbociclib,Pictilisib,HCC1937,0,breast
Palbociclib,Paclitaxel,CAL.51,0,breast
Palbociclib,Paclitaxel,CAMA.1,0,breast
Palbociclib,Paclitaxel,COLO.824,0,breast
Palbociclib,AZD8055,BT.549,0,breast
Palbociclib,Paclitaxel,DU.4475,0,breast
Palbociclib,Paclitaxel,EFM.19,0,breast
Palbociclib,AZD8055,CAL.120,0,breast
Palbociclib,Paclitaxel,EVSA.T,0,breast
Palbociclib,Paclitaxel,HCC1143,0,breast
Palbociclib,AZD8055,CAL.51,0,breast
Palbociclib,Paclitaxel,HCC1187,0,breast
Palbociclib,Paclitaxel,HCC1395,0,breast
Palbociclib,Paclitaxel,HCC1419,0,breast
Palbociclib,Paclitaxel,HCC1428,0,breast
Palbociclib,AZD8055,CAMA.1,0,breast
Palbociclib,AZD8055,COLO.824,0,breast
Palbociclib,Paclitaxel,HCC1806,0,breast
Palbociclib,AZD8055,DU.4475,0,breast
Palbociclib,Paclitaxel,HCC1937,0,breast
Palbociclib,Paclitaxel,HCC1954,0,breast
Palbociclib,AZD8055,EFM.19,0,breast
Palbociclib,Paclitaxel,HCC38,0,breast
Palbociclib,AZD8055,EVSA.T,0,breast
Palbociclib,Paclitaxel,HCC70,0,breast
Palbociclib,AZD8055,HCC1143,0,breast
Palbociclib,Paclitaxel,Hs.578.T,0,breast
Palbociclib,Paclitaxel,JIMT.1,0,breast
Palbociclib,AZD8055,HCC1187,0,breast
Palbociclib,Paclitaxel,MCF7,0,breast
Palbociclib,Paclitaxel,MDA.MB.157,0,breast
Palbociclib,AZD8055,HCC1395,0,breast
Palbociclib,AZD8055,HCC1419,0,breast
Palbociclib,Paclitaxel,MDA.MB.231,0,breast
Palbociclib,AZD8055,HCC1428,0,breast
Palbociclib,Paclitaxel,MDA.MB.361,0,breast
Palbociclib,Paclitaxel,MDA.MB.415,0,breast
Palbociclib,Paclitaxel,MDA.MB.436,0,breast
Palbociclib,Paclitaxel,MDA.MB.453,0,breast
Palbociclib,Paclitaxel,MDA.MB.468,0,breast
Palbociclib,Paclitaxel,MFM.223,0,breast
Palbociclib,AZD8055,HCC1806,0,breast
Palbociclib,AZD8055,HCC1937,0,breast
Palbociclib,Paclitaxel,OCUB.M,0,breast
Palbociclib,Paclitaxel,T47D,0,breast
Palbociclib,Paclitaxel,UACC.893,0,breast
Palbociclib,AZD8055,HCC1954,0,breast
Palbociclib,Crizotinib,AU565,0,breast
Palbociclib,AZD8055,HCC38,0,breast
Palbociclib,AZD8055,HCC70,0,breast
Palbociclib,AZD8055,Hs.578.T,0,breast
Palbociclib,Crizotinib,BT.549,0,breast
Palbociclib,AZD8055,JIMT.1,0,breast
Palbociclib,Crizotinib,CAL.120,0,breast
Palbociclib,AZD8055,MCF7,0,breast
Palbociclib,AZD8055,MDA.MB.157,0,breast
Palbociclib,Crizotinib,CAL.51,0,breast
Palbociclib,AZD8055,MDA.MB.231,0,breast
Palbociclib,Crizotinib,CAMA.1,0,breast
Palbociclib,Crizotinib,COLO.824,0,breast
Palbociclib,AZD8055,MDA.MB.361,0,breast
Palbociclib,Crizotinib,DU.4475,0,breast
Palbociclib,AZD8055,MDA.MB.415,0,breast
Palbociclib,AZD8055,MDA.MB.436,0,breast
Palbociclib,Crizotinib,EFM.19,0,breast
Palbociclib,AZD8055,MDA.MB.453,0,breast
Palbociclib,AZD8055,MDA.MB.468,0,breast
Palbociclib,Crizotinib,EVSA.T,0,breast
Palbociclib,AZD8055,MFM.223,0,breast
Palbociclib,Crizotinib,HCC1143,0,breast
Palbociclib,Crizotinib,HCC1187,0,breast
Palbociclib,AZD8055,OCUB.M,0,breast
Palbociclib,Crizotinib,HCC1395,0,breast
Palbociclib,AZD8055,T47D,0,breast
Palbociclib,AZD8055,UACC.893,0,breast
Palbociclib,Crizotinib,HCC1419,0,breast
Palbociclib,Crizotinib,HCC1428,0,breast
Palbociclib,5-Fluorouracil,AU565,0,breast
Palbociclib,Crizotinib,HCC1806,0,breast
Palbociclib,Crizotinib,HCC1937,0,breast
Palbociclib,Crizotinib,HCC1954,0,breast
Palbociclib,5-Fluorouracil,BT.549,0,breast
Palbociclib,5-Fluorouracil,CAL.120,0,breast
Palbociclib,Crizotinib,HCC38,0,breast
Palbociclib,Crizotinib,HCC70,0,breast
Palbociclib,5-Fluorouracil,CAL.51,1,breast
Palbociclib,Crizotinib,JIMT.1,0,breast
Palbociclib,5-Fluorouracil,CAMA.1,0,breast
Palbociclib,Crizotinib,MCF7,0,breast
Palbociclib,5-Fluorouracil,COLO.824,0,breast
Palbociclib,Crizotinib,MDA.MB.157,0,breast
Palbociclib,5-Fluorouracil,DU.4475,0,breast
Palbociclib,5-Fluorouracil,EFM.19,0,breast
Palbociclib,Crizotinib,MDA.MB.231,0,breast
Palbociclib,5-Fluorouracil,EVSA.T,0,breast
Palbociclib,Crizotinib,MDA.MB.361,0,breast
Palbociclib,5-Fluorouracil,HCC1143,0,breast
Palbociclib,Crizotinib,MDA.MB.415,0,breast
Palbociclib,Crizotinib,MDA.MB.436,0,breast
Palbociclib,5-Fluorouracil,HCC1187,0,breast
Palbociclib,5-Fluorouracil,HCC1395,0,breast
Palbociclib,Crizotinib,MDA.MB.453,0,breast
Palbociclib,5-Fluorouracil,HCC1419,0,breast
Palbociclib,Crizotinib,MDA.MB.468,0,breast
Palbociclib,5-Fluorouracil,HCC1428,0,breast
Palbociclib,Crizotinib,MFM.223,0,breast
Palbociclib,Crizotinib,OCUB.M,0,breast
Palbociclib,Crizotinib,T47D,0,breast
Palbociclib,Crizotinib,UACC.893,0,breast
Palbociclib,5-Fluorouracil,HCC1806,0,breast
Palbociclib,5-Fluorouracil,HCC1937,0,breast
Palbociclib,5-Fluorouracil,HCC1954,0,breast
Palbociclib,5-Fluorouracil,HCC202,0,breast
Palbociclib,Sorafenib,AU565,0,breast
Palbociclib,Sorafenib,BT.549,0,breast
Palbociclib,Sorafenib,CAL.120,0,breast
Palbociclib,5-Fluorouracil,HCC38,0,breast
Palbociclib,Sorafenib,CAL.51,0,breast
Palbociclib,5-Fluorouracil,HCC70,0,breast
Palbociclib,Sorafenib,CAMA.1,0,breast
Palbociclib,Sorafenib,COLO.824,0,breast
Palbociclib,Sorafenib,DU.4475,0,breast
Palbociclib,5-Fluorouracil,Hs.578.T,0,breast
Palbociclib,Sorafenib,EFM.19,0,breast
Palbociclib,Sorafenib,EVSA.T,0,breast
Palbociclib,Sorafenib,HCC1143,0,breast
Palbociclib,5-Fluorouracil,JIMT.1,0,breast
Palbociclib,5-Fluorouracil,MCF7,0,breast
Palbociclib,Sorafenib,HCC1187,0,breast
Palbociclib,Sorafenib,HCC1395,0,breast
Palbociclib,Sorafenib,HCC1419,0,breast
Palbociclib,5-Fluorouracil,MDA.MB.157,0,breast
Palbociclib,Sorafenib,HCC1428,0,breast
Palbociclib,Sorafenib,HCC1806,0,breast
Palbociclib,5-Fluorouracil,MDA.MB.231,0,breast
Palbociclib,Sorafenib,HCC1937,0,breast
Palbociclib,Sorafenib,HCC1954,0,breast
Palbociclib,5-Fluorouracil,MDA.MB.361,0,breast
Palbociclib,Sorafenib,HCC38,0,breast
Palbociclib,Sorafenib,HCC70,0,breast
Palbociclib,5-Fluorouracil,MDA.MB.415,0,breast
Palbociclib,Sorafenib,Hs.578.T,0,breast
Palbociclib,Sorafenib,JIMT.1,0,breast
Palbociclib,5-Fluorouracil,MDA.MB.436,0,breast
Palbociclib,5-Fluorouracil,MDA.MB.453,0,breast
Palbociclib,Sorafenib,MCF7,0,breast
Palbociclib,Sorafenib,MDA.MB.157,0,breast
Palbociclib,Sorafenib,MDA.MB.231,0,breast
Palbociclib,5-Fluorouracil,MDA.MB.468,0,breast
Palbociclib,Sorafenib,MDA.MB.361,0,breast
Palbociclib,5-Fluorouracil,MFM.223,0,breast
Palbociclib,Sorafenib,MDA.MB.415,0,breast
Palbociclib,Sorafenib,MDA.MB.436,0,breast
Palbociclib,Sorafenib,MDA.MB.453,0,breast
Palbociclib,Sorafenib,MDA.MB.468,0,breast
Palbociclib,5-Fluorouracil,OCUB.M,0,breast
Palbociclib,Sorafenib,MFM.223,0,breast
Palbociclib,5-Fluorouracil,T47D,0,breast
Palbociclib,Sorafenib,OCUB.M,0,breast
Palbociclib,Sorafenib,T47D,0,breast
Palbociclib,Sorafenib,UACC.893,0,breast
Palbociclib,5-Fluorouracil,UACC.893,0,breast
Palbociclib,BI-2536,AU565,0,breast
Palbociclib,BI-2536,BT.549,0,breast
Palbociclib,BI-2536,CAL.120,0,breast
Palbociclib,Paclitaxel,AU565,0,breast
Palbociclib,BI-2536,CAL.51,0,breast
Palbociclib,BI-2536,CAMA.1,0,breast
Palbociclib,BI-2536,COLO.824,0,breast
Palbociclib,BI-2536,DU.4475,0,breast
Palbociclib,BI-2536,EFM.19,0,breast
Palbociclib,BI-2536,EVSA.T,0,breast
Palbociclib,BI-2536,HCC1143,0,breast
Palbociclib,BI-2536,HCC1187,0,breast
Palbociclib,Paclitaxel,BT.549,0,breast
Palbociclib,BI-2536,HCC1395,0,breast
Palbociclib,BI-2536,HCC1419,0,breast
Palbociclib,Paclitaxel,CAL.120,0,breast
Palbociclib,BI-2536,HCC1428,0,breast
Palbociclib,BI-2536,HCC1806,0,breast
Palbociclib,PF-4708671,HCC38,0,breast
Palbociclib,PF-4708671,HCC70,0,breast
Palbociclib,BI-2536,HCC1937,0,breast
Palbociclib,BI-2536,HCC1954,0,breast
Palbociclib,BI-2536,HCC38,0,breast
Palbociclib,PF-4708671,Hs.578.T,0,breast
Palbociclib,BI-2536,HCC70,0,breast
Palbociclib,PF-4708671,JIMT.1,0,breast
Palbociclib,BI-2536,Hs.578.T,0,breast
Palbociclib,PF-4708671,MCF7,0,breast
Palbociclib,BI-2536,JIMT.1,0,breast
Palbociclib,BI-2536,MCF7,0,breast
Palbociclib,BI-2536,MDA.MB.157,0,breast
Palbociclib,PF-4708671,MDA.MB.157,0,breast
Palbociclib,BI-2536,MDA.MB.231,0,breast
Palbociclib,PF-4708671,MDA.MB.231,0,breast
Palbociclib,BI-2536,MDA.MB.361,0,breast
Palbociclib,BI-2536,MDA.MB.415,0,breast
Palbociclib,BI-2536,MDA.MB.436,0,breast
Palbociclib,PF-4708671,MDA.MB.361,0,breast
Palbociclib,BI-2536,MDA.MB.453,0,breast
Palbociclib,PF-4708671,MDA.MB.415,0,breast
Palbociclib,BI-2536,MDA.MB.468,0,breast
Palbociclib,PF-4708671,MDA.MB.436,0,breast
Palbociclib,BI-2536,MFM.223,0,breast
Palbociclib,PF-4708671,MDA.MB.453,0,breast
Palbociclib,BI-2536,OCUB.M,0,breast
Palbociclib,BI-2536,T47D,0,breast
Palbociclib,PF-4708671,MDA.MB.468,0,breast
Palbociclib,BI-2536,UACC.893,0,breast
Palbociclib,PF-4708671,MFM.223,0,breast
Palbociclib,Tozasertib,AU565,0,breast
Palbociclib,PF-4708671,OCUB.M,0,breast
Palbociclib,PF-4708671,T47D,0,breast
Palbociclib,Tozasertib,BT.549,0,breast
Palbociclib,PF-4708671,UACC.893,0,breast
Palbociclib,Tozasertib,CAL.120,0,breast
Palbociclib,Tozasertib,CAL.51,0,breast
Palbociclib,Tozasertib,CAMA.1,0,breast
Palbociclib,MK-1775,AU565,0,breast
Palbociclib,Tozasertib,COLO.824,0,breast
Palbociclib,Tozasertib,DU.4475,0,breast
Palbociclib,Tozasertib,EFM.19,0,breast
Palbociclib,Tozasertib,EVSA.T,0,breast
Palbociclib,Tozasertib,HCC1143,0,breast
Palbociclib,Tozasertib,HCC1187,0,breast
Palbociclib,Tozasertib,HCC1395,0,breast
Palbociclib,Tozasertib,HCC1419,0,breast
Palbociclib,Tozasertib,HCC1428,0,breast
Palbociclib,Tozasertib,HCC1806,0,breast
Palbociclib,Tozasertib,HCC1937,0,breast
Palbociclib,Tozasertib,HCC1954,0,breast
Palbociclib,Tozasertib,HCC38,0,breast
Palbociclib,Tozasertib,HCC70,0,breast
Palbociclib,MK-1775,BT.549,0,breast
Palbociclib,Tozasertib,Hs.578.T,0,breast
Palbociclib,Tozasertib,JIMT.1,0,breast
Palbociclib,MK-1775,CAL.120,0,breast
Palbociclib,Tozasertib,MCF7,1,breast
Palbociclib,Tozasertib,MDA.MB.157,0,breast
Palbociclib,Tozasertib,MDA.MB.231,0,breast
Palbociclib,Tozasertib,MDA.MB.361,0,breast
Palbociclib,MK-1775,CAL.51,0,breast
Palbociclib,Tozasertib,MDA.MB.415,0,breast
Palbociclib,Tozasertib,MDA.MB.436,0,breast
Palbociclib,Tozasertib,MDA.MB.453,0,breast
Palbociclib,Tozasertib,MDA.MB.468,0,breast
Palbociclib,Tozasertib,MFM.223,0,breast
Palbociclib,Tozasertib,OCUB.M,0,breast
Palbociclib,Tozasertib,T47D,0,breast
Palbociclib,Tozasertib,UACC.893,0,breast
Palbociclib,MK-1775,CAMA.1,0,breast
Palbociclib,PF-4708671,AU565,0,breast
Palbociclib,MK-1775,COLO.824,0,breast
Palbociclib,PF-4708671,BT.549,0,breast
Palbociclib,MK-1775,DU.4475,0,breast
Palbociclib,PF-4708671,CAL.120,0,breast
Palbociclib,PF-4708671,CAL.51,0,breast
Palbociclib,MK-1775,EFM.19,0,breast
Palbociclib,PF-4708671,CAMA.1,0,breast
Palbociclib,PF-4708671,COLO.824,0,breast
Palbociclib,PF-4708671,DU.4475,0,breast
Palbociclib,PF-4708671,EFM.19,0,breast
Palbociclib,PF-4708671,EVSA.T,0,breast
Palbociclib,MK-1775,EVSA.T,0,breast
Palbociclib,PF-4708671,HCC1143,0,breast
Palbociclib,PF-4708671,HCC1187,0,breast
Palbociclib,MK-1775,HCC1143,0,breast
Palbociclib,PF-4708671,HCC1395,0,breast
Palbociclib,PF-4708671,HCC1419,0,breast
Palbociclib,PF-4708671,HCC1428,0,breast
Palbociclib,MK-1775,HCC1187,0,breast
Palbociclib,PF-4708671,HCC1806,0,breast
Palbociclib,MK-1775,HCC1395,0,breast
Palbociclib,PF-4708671,HCC1937,0,breast
Palbociclib,PF-4708671,HCC1954,0,breast
Palbociclib,MK-1775,HCC1419,0,breast
Palbociclib,Bortezomib,DU.4475,0,breast
Palbociclib,Bortezomib,EFM.19,0,breast
Palbociclib,MK-1775,HCC1428,0,breast
Palbociclib,Bortezomib,EVSA.T,0,breast
Palbociclib,Bortezomib,HCC1143,0,breast
Palbociclib,Bortezomib,HCC1187,0,breast
Palbociclib,Bortezomib,HCC1395,0,breast
Palbociclib,Bortezomib,HCC1419,0,breast
Palbociclib,Bortezomib,HCC1428,0,breast
Palbociclib,Bortezomib,HCC1806,0,breast
Palbociclib,MK-1775,HCC1806,0,breast
Palbociclib,Bortezomib,HCC1937,0,breast
Palbociclib,Bortezomib,HCC1954,0,breast
Palbociclib,MK-1775,HCC1937,0,breast
Palbociclib,Bortezomib,HCC38,0,breast
Palbociclib,Bortezomib,HCC70,0,breast
Palbociclib,Bortezomib,Hs.578.T,0,breast
Palbociclib,MK-1775,HCC1954,0,breast
Palbociclib,Bortezomib,JIMT.1,0,breast
Palbociclib,Bortezomib,MCF7,0,breast
Palbociclib,Bortezomib,MDA.MB.157,0,breast
Palbociclib,Bortezomib,MDA.MB.231,0,breast
Palbociclib,Bortezomib,MDA.MB.361,0,breast
Palbociclib,Bortezomib,MDA.MB.415,0,breast
Palbociclib,Bortezomib,MDA.MB.436,0,breast
Palbociclib,MK-1775,HCC38,0,breast
Palbociclib,Bortezomib,MDA.MB.453,0,breast
Palbociclib,MK-1775,HCC70,0,breast
Palbociclib,Bortezomib,MDA.MB.468,0,breast
Palbociclib,Bortezomib,MFM.223,0,breast
Palbociclib,Bortezomib,OCUB.M,0,breast
Palbociclib,Bortezomib,T47D,0,breast
Palbociclib,MK-1775,JIMT.1,0,breast
Palbociclib,Bortezomib,UACC.893,0,breast
Palbociclib,MK-1775,MCF7,0,breast
Palbociclib,GSK269962A,AU565,0,breast
Palbociclib,MK-1775,MDA.MB.157,0,breast
Palbociclib,GSK269962A,BT.549,0,breast
Palbociclib,GSK269962A,CAL.120,0,breast
Palbociclib,GSK269962A,CAL.51,0,breast
Palbociclib,GSK269962A,CAMA.1,0,breast
Palbociclib,MK-1775,MDA.MB.231,0,breast
Palbociclib,GSK269962A,COLO.824,0,breast
Palbociclib,GSK269962A,DU.4475,0,breast
Palbociclib,GSK269962A,EFM.19,0,breast
Palbociclib,GSK269962A,EVSA.T,0,breast
Palbociclib,GSK269962A,HCC1143,0,breast
Palbociclib,GSK269962A,HCC1187,0,breast
Palbociclib,MK-1775,MDA.MB.361,0,breast
Palbociclib,GSK269962A,HCC1395,0,breast
Palbociclib,GSK269962A,HCC1419,0,breast
Palbociclib,MK-1775,MDA.MB.415,0,breast
Palbociclib,GSK269962A,HCC1428,0,breast
Palbociclib,GSK269962A,HCC1806,0,breast
Palbociclib,MK-1775,MDA.MB.436,0,breast
Palbociclib,GSK269962A,HCC1937,0,breast
Palbociclib,GSK269962A,HCC1954,0,breast
Palbociclib,MK-1775,MDA.MB.453,0,breast
Palbociclib,GSK269962A,HCC38,0,breast
Palbociclib,GSK269962A,HCC70,0,breast
Palbociclib,MK-1775,MDA.MB.468,0,breast
Palbociclib,GSK269962A,Hs.578.T,0,breast
Palbociclib,GSK269962A,JIMT.1,0,breast
Palbociclib,GSK269962A,MCF7,0,breast
Palbociclib,GSK269962A,MDA.MB.157,0,breast
Palbociclib,MK-1775,MFM.223,0,breast
Palbociclib,GSK269962A,MDA.MB.231,0,breast
Palbociclib,GSK269962A,MDA.MB.361,0,breast
Palbociclib,GSK269962A,MDA.MB.415,0,breast
Palbociclib,GSK269962A,MDA.MB.436,0,breast
Palbociclib,GSK269962A,MDA.MB.453,0,breast
Palbociclib,GSK269962A,MDA.MB.468,0,breast
Palbociclib,MK-1775,OCUB.M,0,breast
Palbociclib,GSK269962A,MFM.223,0,breast
Palbociclib,GSK269962A,OCUB.M,0,breast
Palbociclib,GSK269962A,T47D,0,breast
Palbociclib,GSK269962A,UACC.893,0,breast
Palbociclib,MK-1775,T47D,0,breast
Palbociclib,Trametinib,AU565,0,breast
Palbociclib,MK-1775,UACC.893,0,breast
Palbociclib,Trametinib,BT.549,0,breast
Palbociclib,Trametinib,CAL.120,0,breast
Palbociclib,Gemcitabine,AU565,0,breast
Palbociclib,Trametinib,CAL.51,0,breast
Palbociclib,Trametinib,CAMA.1,0,breast
Palbociclib,Trametinib,COLO.824,0,breast
Palbociclib,Trametinib,DU.4475,0,breast
Palbociclib,Trametinib,EFM.19,0,breast
Palbociclib,Gemcitabine,BT.549,0,breast
Palbociclib,Gemcitabine,CAL.120,0,breast
Palbociclib,Trametinib,EVSA.T,0,breast
Palbociclib,Gemcitabine,CAL.51,0,breast
Palbociclib,Trametinib,HCC1143,0,breast
Palbociclib,Trametinib,HCC1187,0,breast
Palbociclib,Trametinib,HCC1395,0,breast
Palbociclib,Trametinib,HCC1419,0,breast
Palbociclib,Gemcitabine,CAMA.1,0,breast
Palbociclib,Trametinib,HCC1428,0,breast
Palbociclib,Gemcitabine,COLO.824,0,breast
Palbociclib,Gemcitabine,DU.4475,0,breast
Palbociclib,Gemcitabine,EFM.19,0,breast
Palbociclib,Trametinib,HCC1806,0,breast
Palbociclib,Gemcitabine,EVSA.T,0,breast
Palbociclib,Trametinib,HCC1937,0,breast
Palbociclib,Gemcitabine,HCC1143,0,breast
Palbociclib,Trametinib,HCC1954,0,breast
Palbociclib,Gemcitabine,HCC1187,0,breast
Palbociclib,Gemcitabine,HCC1395,0,breast
Palbociclib,Gemcitabine,HCC1419,0,breast
Palbociclib,Trametinib,HCC38,0,breast
Palbociclib,Gemcitabine,HCC1428,0,breast
Palbociclib,Trametinib,HCC70,0,breast
Palbociclib,Trametinib,Hs.578.T,0,breast
Palbociclib,Trametinib,JIMT.1,0,breast
Palbociclib,Gemcitabine,HCC1806,0,breast
Palbociclib,Trametinib,MCF7,0,breast
Palbociclib,Gemcitabine,HCC1937,0,breast
Palbociclib,Trametinib,MDA.MB.157,0,breast
Palbociclib,Gemcitabine,HCC1954,0,breast
Palbociclib,Trametinib,MDA.MB.231,0,breast
Palbociclib,Trametinib,MDA.MB.361,0,breast
Palbociclib,Gemcitabine,HCC38,0,breast
Palbociclib,Trametinib,MDA.MB.415,0,breast
Palbociclib,Gemcitabine,HCC70,0,breast
Palbociclib,Trametinib,MDA.MB.436,0,breast
Palbociclib,Trametinib,MDA.MB.453,0,breast
Palbociclib,Gemcitabine,Hs.578.T,0,breast
Palbociclib,Trametinib,MDA.MB.468,0,breast
Palbociclib,Trametinib,MFM.223,0,breast
Palbociclib,Gemcitabine,JIMT.1,0,breast
Palbociclib,Gemcitabine,MCF7,0,breast
Palbociclib,Trametinib,OCUB.M,0,breast
Palbociclib,Gemcitabine,MDA.MB.157,0,breast
Palbociclib,Trametinib,T47D,0,breast
Palbociclib,Gemcitabine,MDA.MB.231,0,breast
Palbociclib,Trametinib,UACC.893,0,breast
Palbociclib,Gemcitabine,MDA.MB.361,0,breast
Palbociclib,Gemcitabine,MDA.MB.415,0,breast
Palbociclib,Dabrafenib,AU565,0,breast
Palbociclib,Gemcitabine,MDA.MB.436,0,breast
Palbociclib,Gemcitabine,MDA.MB.453,0,breast
Palbociclib,Gemcitabine,MDA.MB.468,0,breast
Palbociclib,Dabrafenib,BT.549,0,breast
Palbociclib,Gemcitabine,MFM.223,0,breast
Palbociclib,Dabrafenib,CAL.120,0,breast
Palbociclib,Dabrafenib,CAL.51,0,breast
Palbociclib,Gemcitabine,OCUB.M,0,breast
Palbociclib,Dabrafenib,CAMA.1,0,breast
Palbociclib,Gemcitabine,T47D,0,breast
Palbociclib,Dabrafenib,COLO.824,0,breast
Palbociclib,Dabrafenib,DU.4475,0,breast
Palbociclib,Dabrafenib,EFM.19,0,breast
Palbociclib,Gemcitabine,UACC.893,0,breast
Palbociclib,Dabrafenib,EVSA.T,0,breast
Palbociclib,Dabrafenib,HCC1143,0,breast
Palbociclib,Dabrafenib,HCC1187,0,breast
Palbociclib,Dabrafenib,HCC1395,0,breast
Palbociclib,Bortezomib,AU565,0,breast
Palbociclib,Dabrafenib,HCC1419,0,breast
Palbociclib,Dabrafenib,HCC1428,0,breast
Palbociclib,Dabrafenib,HCC1806,0,breast
Palbociclib,Dabrafenib,HCC1937,0,breast
Palbociclib,Bortezomib,BT.549,0,breast
Palbociclib,Dabrafenib,HCC1954,0,breast
Palbociclib,Bortezomib,CAL.120,0,breast
Palbociclib,Bortezomib,CAL.51,0,breast
Palbociclib,Dabrafenib,HCC38,0,breast
Palbociclib,Dabrafenib,HCC70,0,breast
Palbociclib,Dabrafenib,Hs.578.T,0,breast
Palbociclib,Bortezomib,CAMA.1,0,breast
Palbociclib,Dabrafenib,JIMT.1,0,breast
Palbociclib,Bortezomib,COLO.824,0,breast
Palbociclib,Linsitinib,Hs.578.T,0,breast
Palbociclib,Dabrafenib,MCF7,0,breast
Palbociclib,Dabrafenib,MDA.MB.157,0,breast
Palbociclib,Dabrafenib,MDA.MB.231,0,breast
Palbociclib,Linsitinib,JIMT.1,0,breast
Palbociclib,Dabrafenib,MDA.MB.361,0,breast
Palbociclib,Linsitinib,MCF7,0,breast
Palbociclib,Dabrafenib,MDA.MB.415,0,breast
Palbociclib,Dabrafenib,MDA.MB.436,0,breast
Palbociclib,Linsitinib,MDA.MB.157,0,breast
Palbociclib,Dabrafenib,MDA.MB.453,0,breast
Palbociclib,Dabrafenib,MDA.MB.468,0,breast
Palbociclib,Dabrafenib,MFM.223,0,breast
Palbociclib,Linsitinib,MDA.MB.231,0,breast
Palbociclib,Dabrafenib,OCUB.M,0,breast
Palbociclib,Dabrafenib,T47D,0,breast
Palbociclib,Dabrafenib,UACC.893,0,breast
Palbociclib,Linsitinib,MDA.MB.361,0,breast
Palbociclib,Linsitinib,MDA.MB.415,0,breast
Palbociclib,Temozolomide,AU565,0,breast
Palbociclib,Linsitinib,MDA.MB.436,0,breast
Palbociclib,Linsitinib,MDA.MB.453,0,breast
Palbociclib,Temozolomide,BT.549,0,breast
Palbociclib,Temozolomide,CAL.120,0,breast
Palbociclib,Temozolomide,CAL.51,0,breast
Palbociclib,Linsitinib,MDA.MB.468,0,breast
Palbociclib,Temozolomide,CAMA.1,0,breast
Palbociclib,Linsitinib,MFM.223,0,breast
Palbociclib,Temozolomide,COLO.824,0,breast
Palbociclib,Temozolomide,DU.4475,0,breast
Palbociclib,Temozolomide,EFM.19,0,breast
Palbociclib,Temozolomide,EVSA.T,0,breast
Palbociclib,Linsitinib,OCUB.M,0,breast
Palbociclib,Temozolomide,HCC1143,0,breast
Palbociclib,Temozolomide,HCC1187,0,breast
Palbociclib,Linsitinib,T47D,0,breast
Palbociclib,Temozolomide,HCC1395,0,breast
Palbociclib,Temozolomide,HCC1419,0,breast
Palbociclib,Temozolomide,HCC1428,0,breast
Palbociclib,Linsitinib,UACC.893,0,breast
Palbociclib,Temozolomide,HCC1806,0,breast
Palbociclib,Temozolomide,HCC1937,0,breast
Palbociclib,Temozolomide,HCC1954,0,breast
Palbociclib,Temozolomide,HCC38,0,breast
Palbociclib,Temozolomide,HCC70,0,breast
Palbociclib,Sapitinib,AU565,0,breast
Palbociclib,Temozolomide,Hs.578.T,0,breast
Palbociclib,Temozolomide,JIMT.1,0,breast
Palbociclib,Temozolomide,MCF7,0,breast
Palbociclib,Temozolomide,MDA.MB.157,0,breast
Palbociclib,Temozolomide,MDA.MB.231,0,breast
Palbociclib,Temozolomide,MDA.MB.361,0,breast
Palbociclib,Temozolomide,MDA.MB.415,0,breast
Palbociclib,Temozolomide,MDA.MB.436,0,breast
Palbociclib,Sapitinib,BT.549,0,breast
Palbociclib,Temozolomide,MDA.MB.453,0,breast
Palbociclib,Temozolomide,MDA.MB.468,0,breast
Palbociclib,Sapitinib,CAL.120,0,breast
Palbociclib,Temozolomide,MFM.223,0,breast
Palbociclib,Temozolomide,OCUB.M,0,breast
Palbociclib,Sapitinib,CAL.51,0,breast
Palbociclib,Temozolomide,T47D,0,breast
Palbociclib,Temozolomide,UACC.893,0,breast
Palbociclib,Sapitinib,CAMA.1,0,breast
Palbociclib,Linsitinib,AU565,0,breast
Palbociclib,Sapitinib,COLO.824,0,breast
Palbociclib,Sapitinib,DU.4475,0,breast
Palbociclib,Sapitinib,EFM.19,0,breast
Palbociclib,Linsitinib,BT.549,0,breast
Palbociclib,Linsitinib,CAL.120,0,breast
Palbociclib,Sapitinib,EVSA.T,0,breast
Palbociclib,Sapitinib,HCC1143,0,breast
Palbociclib,Linsitinib,CAL.51,0,breast
Palbociclib,Sapitinib,HCC1187,0,breast
Palbociclib,Sapitinib,HCC1395,0,breast
Palbociclib,Linsitinib,CAMA.1,0,breast
Palbociclib,Sapitinib,HCC1419,0,breast
Palbociclib,Linsitinib,COLO.824,0,breast
Palbociclib,Sapitinib,HCC1428,0,breast
Palbociclib,Linsitinib,DU.4475,0,breast
Palbociclib,Linsitinib,EFM.19,0,breast
Palbociclib,Linsitinib,EVSA.T,0,breast
Palbociclib,Sapitinib,HCC1806,0,breast
